Group,Genus,Species,Paper,Authors,Journal,Year,Link,Sex,Experiment_location,Wing Beat Frequency (Hz),WBF,Tethered_Free,Circadian Time,Circadian time when WBF measured,WBF measuring method
An. maculatus,Anopheles,maculatus,HumBug – An Acoustic Mosquito Monitoring Tool for use on budget smartphones,Sinka M.E.; Zilli D.; Li Y.; Kiskin I.; Msaky D.; Kihonda J.; Mkandawile G.; Kaindoa E.; Killeen G.; Zanga J.; Metelo E.; Kirkham D.; Mansiangi P.; Herreros-Moya E.; Rafique W.; Chareonviriyaphap T.; Tisgratog R.; Wang L.; Chan H.; Gutteridge B.; Portwood H.; Roberts S.; Willis K.J.,Methods in Ecology and Evolution,2021,https://doi.org/10.1111/2041-210x.13663,Female,Lab,475,475,Free,,,
An. maculipennis,Anopheles,maculipennis,Species specificity of acoustic signals of malarial mosquitoes of Anopheles maculipennis complex, Perevozkin V.P.; Bondarchuk S.S.,International Journal of Mosquito Research,2015,https://www.dipterajournal.com/archives/2015/2/3/C/2-2-14,Male,Lab,448,448 ± 11 Hz (mean ± SE)  n = 15,Tethered,,,
An. maculipennis,Anopheles,maculipennis,Species specificity of acoustic signals of malarial mosquitoes of Anopheles maculipennis complex, Perevozkin V.P.; Bondarchuk S.S.,International Journal of Mosquito Research,2015,https://www.dipterajournal.com/archives/2015/2/3/C/2-2-14,Female,Lab,272,272 ± 7 Hz (mean ± SE)  n = 11,Tethered,,,
An. melas,Anopheles,melas,Measurement of Flight Tone Differentiates Among Members of the Anopheles gambiae Species Complex (Diptera: Culicidae),Brogdon W.G.,Journal of Medical Entomology,1998,https://doi.org/10.1093/jmedent/35.5.681,Male,Lab,571,571 ± 8,Free,,,
An. melas,Anopheles,melas,Measurement of Flight Tone Differentiates Among Members of the Anopheles gambiae Species Complex (Diptera: Culicidae),Brogdon W.G.,Journal of Medical Entomology,1998,https://doi.org/10.1093/jmedent/35.5.681,Female,Lab,372,372 ± 4.62,Free,,,
An. merus,Anopheles,merus,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,520,Mean 520,Free,,,
An. merus,Anopheles,merus,Measurement of Flight Tone Differentiates Among Members of the Anopheles gambiae Species Complex (Diptera: Culicidae),Brogdon W.G.,Journal of Medical Entomology,1998,https://doi.org/10.1093/jmedent/35.5.681,Male,Lab,586,586 ± 7.06,Free,,,
An. merus,Anopheles,merus,Measurement of Flight Tone Differentiates Among Members of the Anopheles gambiae Species Complex (Diptera: Culicidae),Brogdon W.G.,Journal of Medical Entomology,1998,https://doi.org/10.1093/jmedent/35.5.681,Female,Lab,380,380 ± 7.15,Free,,,
An. messeae,Anopheles,messeae,Species specificity of acoustic signals of malarial mosquitoes of Anopheles maculipennis complex, Perevozkin V.P.; Bondarchuk S.S.,International Journal of Mosquito Research,2015,https://www.dipterajournal.com/archives/2015/2/3/C/2-2-14,Male,Lab,363,363 ± 5 (mean ± SE)  n = 38,Tethered,,,
An. messeae,Anopheles,messeae,Species specificity of acoustic signals of malarial mosquitoes of Anopheles maculipennis complex, Perevozkin V.P.; Bondarchuk S.S.,International Journal of Mosquito Research,2015,https://www.dipterajournal.com/archives/2015/2/3/C/2-2-14,Female,Lab,227,227 ± 2 (mean ± SE)  n = 173,Tethered,,,
An. messeae,Anopheles,messeae,Genetic Aspects of Sexual Behavior in Malaria Mosquitoes on the Basis of Specific Acoustic Signals at Mating,Perevozkin V.P.; Printseva A.A.; Maslennikov P.V.; Bondarchuk S.S.,Genetika,2012,https://doi.org/10.1134/S1022795412060099,Male,Lab,272,272 Hz (mean),Tethered,,,
An. messeae,Anopheles,messeae,Genetic Aspects of Sexual Behavior in Malaria Mosquitoes on the Basis of Specific Acoustic Signals at Mating,Perevozkin V.P.; Printseva A.A.; Maslennikov P.V.; Bondarchuk S.S.,Genetika,2012,https://doi.org/10.1134/S1022795412060099,Female,Lab,244,244 Hz (mean),Tethered,,,
An. minimus,Anopheles,minimus,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,615,Mean 615,Free,,,
An. minimus,Anopheles,minimus,Wingbeat Frequencies of Some Anopheline Mosquitoes of East Asia (Diptera : Culicidae),Ogawa K.; Kanda T.,Applied Entomology and Zoology,1986,https://doi.org/10.1303/aez.21.430,Male,Lab,750,750,Tethered,,,microphone
An. minimus,Anopheles,minimus,Wingbeat Frequencies of Some Anopheline Mosquitoes of East Asia (Diptera : Culicidae),Ogawa K.; Kanda T.,Applied Entomology and Zoology,1986,https://doi.org/10.1303/aez.21.430,Female,Lab,500,500,Tethered,,,microphone
An. minimus,Anopheles,minimus,HumBug – An Acoustic Mosquito Monitoring Tool for use on budget smartphones,Sinka M.E.; Zilli D.; Li Y.; Kiskin I.; Msaky D.; Kihonda J.; Mkandawile G.; Kaindoa E.; Killeen G.; Zanga J.; Metelo E.; Kirkham D.; Mansiangi P.; Herreros-Moya E.; Rafique W.; Chareonviriyaphap T.; Tisgratog R.; Wang L.; Chan H.; Gutteridge B.; Portwood H.; Roberts S.; Willis K.J.,Methods in Ecology and Evolution,2021,https://doi.org/10.1111/2041-210x.13663,Female,Lab,470,470,Free,,,
An. quadriannulatas,Anopheles,quadriannulatas,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,455,Mean 455,Free,,,
An. quadrimaculatus,Anopheles,quadrimaculatus,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,350,Mean 350,Free,,,
An. quadrimaculatus,Anopheles,quadrimaculatus,Characterization of male and female wingbeat frequencies in the Anopheles quadrimaculatus complex in Mississippi,Caprio M.A.; Huang J.X.; Faver M.K.; Moore A.,Journal of the American Mosquito Control Association,2001,https://pubmed.ncbi.nlm.nih.gov/14529086/,Male,Lab,615,615 ± 5 Hz (mean ±  SEM),Free,,,
An. quadrimaculatus,Anopheles,quadrimaculatus,Characterization of male and female wingbeat frequencies in the Anopheles quadrimaculatus complex in Mississippi,Caprio M.A.; Huang J.X.; Faver M.K.; Moore A.,Journal of the American Mosquito Control Association,2001,https://pubmed.ncbi.nlm.nih.gov/14529086/,Female,Lab,400,400,Free,,,
An. quadrimaculatus,Anopheles,quadrimaculatus,Heritability of Wing-Beat Frequency in Anopheles Quadrimaculatus,Robertson S.P.; Caprio M.A.; Faver M.K.,Journal of the American Mosquito Control Association,2002,https://pubmed.ncbi.nlm.nih.gov/12542189/,Male,Lab,570,570 ± 10 Hz (mean ±  SEM),Free,,,light sensor
An. quadrimaculatus,Anopheles,quadrimaculatus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,504.52,"504.52 ± 2.57 (SE) (121.77, SD)",Free,,,
An. quadrimaculatus,Anopheles,quadrimaculatus,Sound spectrograms of mosquito calls,"Offenhauser, W. H.; Marrison, W. A.",Acustica,1965,https://www.ingentaconnect.com/content/dav/aaua/1965/00000016/00000004/art00005,Female,Lab,730,730,Free,,,
An. quadrimaculatus,Anopheles,quadrimaculatus,Sound spectrograms of mosquito calls,"Offenhauser, W. H.; Marrison, W. A.",Acustica,1965,https://www.ingentaconnect.com/content/dav/aaua/1965/00000016/00000004/art00005,Male,Lab,660,660,Free,,,
An. sineroids,Anopheles,sineroids,Wingbeat Frequencies of Some Anopheline Mosquitoes of East Asia (Diptera : Culicidae),Ogawa K.; Kanda T.,Applied Entomology and Zoology,1986,https://doi.org/10.1303/aez.21.430,Male,Lab,600,600,Tethered,,,microphone
An. sineroids,Anopheles,sineroids,Wingbeat Frequencies of Some Anopheline Mosquitoes of East Asia (Diptera : Culicidae),Ogawa K.; Kanda T.,Applied Entomology and Zoology,1986,https://doi.org/10.1303/aez.21.430,Female,Lab,370,370,Tethered,,,microphone
An. smaragdinus,Anopheles,smaragdinus,Characterization of male and female wingbeat frequencies in the Anopheles quadrimaculatus complex in Mississippi,Caprio M.A.; Huang J.X.; Faver M.K.; Moore A.,Journal of the American Mosquito Control Association,2001,https://pubmed.ncbi.nlm.nih.gov/14529086/,Male,Lab,600,600 ± 10 Hz (mean ±  SEM),Free,,,
An. smaragdinus,Anopheles,smaragdinus,Characterization of male and female wingbeat frequencies in the Anopheles quadrimaculatus complex in Mississippi,Caprio M.A.; Huang J.X.; Faver M.K.; Moore A.,Journal of the American Mosquito Control Association,2001,https://pubmed.ncbi.nlm.nih.gov/14529086/,Female,Lab,400,400 ± 10 Hz (mean ±  SEM),Free,,,
An. smaragdinus,Anopheles,smaragdinus,Characterization of male and female wingbeat frequencies in the Anopheles quadrimaculatus complex in Mississippi,Caprio M.A.; Huang J.X.; Faver M.K.; Moore A.,Journal of the American Mosquito Control Association,2001,https://pubmed.ncbi.nlm.nih.gov/14529086/,Male,Lab,550,550 ± 5 Hz (mean ±  SEM),Free,,,
An. smaragdinus,Anopheles,smaragdinus,Characterization of male and female wingbeat frequencies in the Anopheles quadrimaculatus complex in Mississippi,Caprio M.A.; Huang J.X.; Faver M.K.; Moore A.,Journal of the American Mosquito Control Association,2001,https://pubmed.ncbi.nlm.nih.gov/14529086/,Female,Lab,390,390 ± 15 Hz (mean ±  SEM),Free,,,
An. stephensi,Anopheles,stephensi,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,580,Mean 580,Free,,,
An. stephensi,Anopheles,stephensi,Acoustic attraction of male mosquitos in a cage,Ikeshoji T.,Medical Entomology and Zoology,1981,https://doi.org/10.7601/mez.32.7,Male,Lab,640,640 (mean),Tethered,14 L: 10 D,,
An. stephensi,Anopheles,stephensi,Acoustic attraction of male mosquitos in a cage,Ikeshoji T.,Medical Entomology and Zoology,1981,https://doi.org/10.7601/mez.32.7,Female,Lab,423,423 (mean),Tethered,14 L: 10 D,,
An. subpictus,Anopheles,subpictus,The flight-tone (wing-stroke frequencies) of insects,Sotavalta O.,Acta entomologica Fennica,1947,,Male,Lab,550,520-580,Free,,,
An. subpictus,Anopheles,subpictus,The flight-tone (wing-stroke frequencies) of insects,Sotavalta O.,Acta entomologica Fennica,1947,,Female,Lab,357.5,330-385,Free,,,
Cu. incidens,Culiseta,incidens,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,426.29,"426.29 ± 19.12 (SE) (91.70, SD)",Free,,,
Cu. inornata,Culiseta,inornata,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,245,Mean 245,Free,,,
Cu. inornata,Culiseta,inornata,Flight Sounds of the Females of Some Mosquitoes of Western Canada,Belton P; Costello R.A.,Entomologia Experimentalis et Applicata,2011,https://doi.org/10.1111/j.1570-7458.1979.tb02904.x,Female,Lab,215,180-250,Free,,,
Cu. longiareolata ,Culiseta,longiareolata ,Studies on the biology of Culiseta longiareolata (Macquart) (Diptera: Culicidae),Van Pletzen R.; Van Der Linde T.C.K.,Bulletin of Entomological Research,1981,http://doi.org/10.1017/S000748530005104X,Male,Lab,540,540 (mean),Free,12 L: 12 D,,tape recorder
Cu. longiareolata ,Culiseta,longiareolata ,Studies on the biology of Culiseta longiareolata (Macquart) (Diptera: Culicidae),Van Pletzen R.; Van Der Linde T.C.K.,Bulletin of Entomological Research,1981,http://doi.org/10.1017/S000748530005104X,Female,Lab,427,427 (mean),Free,12 L: 12 D,,tape recorder
Cx. coronator,Culex,coronator,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,393.14,"393.14 ± 1.34 (SE) (38.3, SD)",Free,,,
Cx. gelidus,Culex,gelidus,"Wing Beat Frequency of Japanese Encephalitis Vectors, Culex tritaeniorhynchus and gelidus in Andhra Pradesh",Babu T.K.; Murty U.; Kumar M.; Ahmad A.,,2011,https://www.semanticscholar.org/paper/Wing-Beat-Frequency-o-f-Japanese-Encephalitis-Babu-Murty/a70900a8731876f1a965164495d90fc568496f23,Male,Lab,620,620 ± 28.2 (SD),Tethered,14 L: 10 D,,
Cx. gelidus,Culex,gelidus,"Wing Beat Frequency of Japanese Encephalitis Vectors, Culex tritaeniorhynchus and gelidus in Andhra Pradesh",Babu T.K.; Murty U.; Kumar M.; Ahmad A.,,2011,https://www.semanticscholar.org/paper/Wing-Beat-Frequency-o-f-Japanese-Encephalitis-Babu-Murty/a70900a8731876f1a965164495d90fc568496f23,Female,Lab,530,530 ± 10.3 (SD),Tethered,14 L: 10 D,,
Cx. interrogator,Culex,interrogator,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,441.56,"441.56 ± 2.58 (SE) (41.21, SD)",Free,,,
Cx. iolambdis,Culex,iolambdis,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,469.14,"469.14 ± 3.71 (SE) (64.61, SD)",Free,,,
Cx. molestus,Culex,molestus,Acoustic attraction of male mosquitos in a cage,Ikeshoji T.,Medical Entomology and Zoology,1981,https://doi.org/10.7601/mez.32.7,Male,Lab,543,543 (mean),Tethered,14 L: 10 D,,
Cx. molestus,Culex,molestus,Acoustic attraction of male mosquitos in a cage,Ikeshoji T.,Medical Entomology and Zoology,1981,https://doi.org/10.7601/mez.32.7,Female,Lab,370,370 (mean),Tethered,14 L: 10 D,,
Cx. molestus,Culex,molestus,Measuring the fundamental frequency and the harmonic properties of the wingbeat of a large number of mosquitoes in flight using 2D optoacoustic sensors,Potamitis I.; Rigakis I.,Applied Acoustics,2016,https://doi.org/10.1016/j.apacoust.2016.03.005,Male,Lab,708,708,Free,,,
Cx. nigripalpus,Culex,nigripalpus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,397.03,"397.03 ± 1.42 (SE) (38.17, SD)",Free,,,
Cx. pallens,Culex,pallens,The flight tone of the mosquito Culex pipiens pallens coquillett,He Z.,Acta Entomologica Sinica,1984,https://doi.org/10.16380/j.kcxb.1984.27.4.472475,Male,Lab,576,576 ± 21.8 Hz (SD) (n=7),Tethered,,,microphone
Cx. pallens,Culex,pallens,The flight tone of the mosquito Culex pipiens pallens coquillett,He Z.,Acta Entomologica Sinica,1984,https://doi.org/10.16380/j.kcxb.1984.27.4.472475,Female,Lab,343,343 ± 10.4 Hz (SD) (n=10),Tethered,,,microphone
Cx. pipiens,Culex,pipiens,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,340,Mean 340,Free,,,
Cx. pipiens,Culex,pipiens,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,408.39,"408.39 ± 1.41 (SE) (41.40, SD)",Free,,,
Cx. pipiens,Culex,pipiens,Flight Sounds of the Females of Some Mosquitoes of Western Canada,Belton P; Costello R.A.,Entomologia Experimentalis et Applicata,2011,https://doi.org/10.1111/j.1570-7458.1979.tb02904.x,Female,Lab,355,329-370,Free,,,
Cx. pipiens,Culex,pipiens,“Singing in the Tube”—audiovisual assay of plant oil repellent activity against mosquitoes (Culex pipiens),Adams T.F.; Wongchai C.; Chaidee A.; Pfeiffer W.,Parasitology Research,2016,https://doi.org/10.1007/s00436-015-4739-x,Female,Lab,350,350 (N=5),Free,,,audio-recording
Cx. pipiens,Culex,pipiens,"Evaluation of a novel sensor system integrated into a mosquito trap to determine mosquito species, age and sex",Casanovas J.B.,Thesis,2018,https://core.ac.uk/outputs/224835216,Male,Lab,620.890075,"620.890075 (mean), N=501",Free,12 L: 12 D,,optoelectronic sensor prototype
Cx. pipiens,Culex,pipiens,"Evaluation of a novel sensor system integrated into a mosquito trap to determine mosquito species, age and sex",Casanovas J.B.,Thesis,2018,https://core.ac.uk/outputs/224835216,Female,Lab,457.240515,"457.240515 (mean), N=494",Free,12 L: 12 D,,optoelectronic sensor prototype
Cx. pipiens,Culex,pipiens,Mosquito counting system based on optical sensing,Wang J.; Zhu S.; Lin Y.; Svanberg S.; Zhao G.,Applied Physics B,2020,https://doi.org/10.1007/s00340-019-7361-2,Male,Lab,630,630 Hz (n=90),Free,,,optical sensor
Cx. pipiens,Culex,pipiens,Mosquito counting system based on optical sensing,Wang J.; Zhu S.; Lin Y.; Svanberg S.; Zhao G.,Applied Physics B,2020,https://doi.org/10.1007/s00340-019-7361-2,Female,Lab,450,450 Hz (n=70),Free,,,optical sensor
Cx. pipiens,Culex,pipiens,"Mosquito Bioacoustics: Auditory Processing in Culex pipiens pipiens L. Males (Diptera, Culicidae) during Flight Simulation",Lapshin D.N.,Entomological Review,2012,https://doi.org/10.1134/S0013873812060024,Male,Lab,500,500,Free,,,
Cx. pipiens,Culex,pipiens,"Mosquito Bioacoustics: Auditory Processing in Culex pipiens pipiens L. Males (Diptera, Culicidae) during Flight Simulation",Lapshin D.N.,Entomological Review,2012,https://doi.org/10.1134/S0013873812060024,Female,Lab,280,280,Free,,,
Cx. pipiens,Culex,pipiens,An investigation of female house mosquito (Culex pipiens) photo responses to male flashing wingbeat frequency,Stec H. ,Thesis,2022,http://rave.ohiolink.edu/etdc/view?acc_num=ouhonors1650731980610224,Male,Lab,546.5,546.5 (mean),Free,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Sex Recognition through Midflight Mating Duets in Culex Mosquitoes Is Mediated by Acoustic Distortion,Warren B.; Gibson G.; Russell I.J.,Current Biology,2009,https://doi.org/10.1016/j.cub.2009.01.059,Male,Lab,542.4,542.4 ± 81.60 Hz (SD) (n=20),Tethered,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Sex Recognition through Midflight Mating Duets in Culex Mosquitoes Is Mediated by Acoustic Distortion,Warren B.; Gibson G.; Russell I.J.,Current Biology,2009,https://doi.org/10.1016/j.cub.2009.01.059,Female,Lab,428.3,428.3 ± 42.92 Hz (SD) (n=20),Tethered,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,A role for acoustic distortion in novel rapid frequency modulation behaviour in free-flying male mosquitoes,Simões P.M.V.; Ingham R.A.; Gibson G.; Russell I.J.,Journal of Experimental Biology,2016,https://doi.org/10.1242/jeb.135293,Male,Lab,789,789 ± 10 Hz (sem) (n=7),Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,A role for acoustic distortion in novel rapid frequency modulation behaviour in free-flying male mosquitoes,Simões P.M.V.; Ingham R.A.; Gibson G.; Russell I.J.,Journal of Experimental Biology,2016,https://doi.org/10.1242/jeb.135293,Female,Lab,474,474 ± 10 Hz (sem) (n=7),Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Correlation of mosquito wing-beat harmonics to aid in species classification and flight heading assessment,Jansson S.; Gebru A.; Ignell R.; Abbott J.; Brydegaard M.,Novel Biophotonics Techniques and Applications V,2019,https://doi.org/10.1117/12.2527224,Male,Lab,740,740 ± 40,Free,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Correlation of mosquito wing-beat harmonics to aid in species classification and flight heading assessment,Jansson S.; Gebru A.; Ignell R.; Abbott J.; Brydegaard M.,Novel Biophotonics Techniques and Applications V,2019,https://doi.org/10.1117/12.2527224,Female,Lab,489,489 ± 34,Free,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Physiological mechanisms underlying male Culex quinquefasciatus acoustic mating behaviour,Ingham R.,Thesis,2016,https://research.brighton.ac.uk/en/studentTheses/physiological-mechanisms-underlying-male-culex-quinquefasciatus-a,Male,Lab,675,675,Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Physiological mechanisms underlying male Culex quinquefasciatus acoustic mating behaviour,Ingham R.,Thesis,2016,https://research.brighton.ac.uk/en/studentTheses/physiological-mechanisms-underlying-male-culex-quinquefasciatus-a,Male,Lab,700,700,Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Physiological mechanisms underlying male Culex quinquefasciatus acoustic mating behaviour,Ingham R.,Thesis,2016,https://research.brighton.ac.uk/en/studentTheses/physiological-mechanisms-underlying-male-culex-quinquefasciatus-a,Male,Lab,725,725,Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Physiological mechanisms underlying male Culex quinquefasciatus acoustic mating behaviour,Ingham R.,Thesis,2016,https://research.brighton.ac.uk/en/studentTheses/physiological-mechanisms-underlying-male-culex-quinquefasciatus-a,Male,Lab,750,750,Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Physiological mechanisms underlying male Culex quinquefasciatus acoustic mating behaviour,Ingham R.,Thesis,2016,https://research.brighton.ac.uk/en/studentTheses/physiological-mechanisms-underlying-male-culex-quinquefasciatus-a,Male,Lab,775,775,Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Physiological mechanisms underlying male Culex quinquefasciatus acoustic mating behaviour,Ingham R.,Thesis,2016,https://research.brighton.ac.uk/en/studentTheses/physiological-mechanisms-underlying-male-culex-quinquefasciatus-a,Male,Lab,800,800,Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Physiological mechanisms underlying male Culex quinquefasciatus acoustic mating behaviour,Ingham R.,Thesis,2016,https://research.brighton.ac.uk/en/studentTheses/physiological-mechanisms-underlying-male-culex-quinquefasciatus-a,Male,Lab,825,825,Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Physiological mechanisms underlying male Culex quinquefasciatus acoustic mating behaviour,Ingham R.,Thesis,2016,https://research.brighton.ac.uk/en/studentTheses/physiological-mechanisms-underlying-male-culex-quinquefasciatus-a,Male,Lab,850,850,Free,12 L: 12 D,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Capacitive Mosquito Wing-beat Sensor: A Novel Sensor for Intelligent Traps,Brendan Khoo T. T.; Muralindran M.; Rosalyn R.P.; Kitt W.W., International Journal of Engineering Research and Applications,2020,https://doi.org/10.9790/9622-1007071827  ,Male,Lab,750,750 Hz (n = 1),Free,,,capacitive wing-beat sensor 
Cx. quinquefasciatus,Culex,quinquefasciatus,Multiband modulation spectroscopy for the determination of sex and species of mosquitoes in flight,Gebru A.; Jansson S.; Ignell R.; Kirkeby C.; Prangsma J.C.; Brydegaard M.,Journal of Biophotonics,2018,https://doi.org/10.1002/jbio.201800014,Male,Lab,742,"Median: 742, IQR = 40.6 (N=431)",Free,12 L: 12 D,,optical sensor
Cx. quinquefasciatus,Culex,quinquefasciatus,Multiband modulation spectroscopy for the determination of sex and species of mosquitoes in flight,Gebru A.; Jansson S.; Ignell R.; Kirkeby C.; Prangsma J.C.; Brydegaard M.,Journal of Biophotonics,2018,https://doi.org/10.1002/jbio.201800014,Female,Lab,488,"Median: 488, IQR = 32.3 (N=521)",Free,12 L: 12 D,,optical sensor
Cx. quinquefasciatus,Culex,quinquefasciatus,Masking of an auditory behaviour reveals how male mosquitoes use distortion to detect females,Simões P.M.V.; Ingham R.; Gibson G.; Russell I.J.,Proceedings of the Royal Society B,2018,https://doi.org/10.1098/rspb.2017.1862,Male,Lab,728.5,"340 Hz: 722 ± 1.7 Hz (average ± s.e.m.), 400 Hz: 732 ± 2.0 Hz, 450 Hz: 735 ± 2.0 Hz (n=47 individual males)",Free,12 L: 12 D,first 3 hrs of scotophase,Particle-velocity microphone
Cx. quinquefasciatus,Culex,quinquefasciatus,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,456.23,"456.23 ± 0.59 (SE) (30.70, SD)",Free,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Using mobile phones as acoustic sensors for high-throughput mosquito surveillance,Mukundarajan H.; Hol F.J.H.; Castillo E.A.; Newby C.; Prakash M.,eLife,2017,https://doi.org/10.7554/eLife.27854,Female,Lab,365,Mean 365,Free,,,
Cx. quinquefasciatus,Culex,quinquefasciatus,Chordotonal organ mechanosensory pathways as potential targets for the control of mosquito borne diseases,Su M.P.,Thesis,2017,https://discovery.ucl.ac.uk/id/eprint/1542425/,Male,Lab,583,583 ± 15.8 (median ± se),Tethered,12 L: 12 D,2h before dusk,EMKAY NR 3158
Cx. quinquefasciatus,Culex,quinquefasciatus,Chordotonal organ mechanosensory pathways as potential targets for the control of mosquito borne diseases,Su M.P.,Thesis,2017,https://discovery.ucl.ac.uk/id/eprint/1542425/,Female,Lab,390,390 ± 10.5 (median ± se),Tethered,12 L: 12 D,2h before dusk,EMKAY NR 3158
Cx. quinquefasciatus,Culex,quinquefasciatus,Auditory sensory range of male mosquitoes for the detection of female flight sound,Nakata T.; Simões P.; Walker S.M.; Russell I.J.; Bomphrey R.J.,Journal of the Royal Society Interface,2022,https://doi.org/10.1098/rsif.2022.0285,Male,Lab,717,717 ± 59 Hz,Free,12 L: 12 D,3 h after scotophase,
Cx. quinquefasciatus,Culex,quinquefasciatus,Auditory sensory range of male mosquitoes for the detection of female flight sound,Nakata T.; Simões P.; Walker S.M.; Russell I.J.; Bomphrey R.J.,Journal of the Royal Society Interface,2022,https://doi.org/10.1098/rsif.2022.0285,Female,Lab,475,475 ± 21 Hz,Free,12 L: 12 D,3 h after scotophase,
Cx. restuans,Culex,restuans,Infrared light sensors permit rapid recording of wingbeat frequency and bioacoustic species identification of mosquitoes,Kim D.; DeBriere T.J.; Cherukumalli S.; White G.S.; Burkett-Cadena N.D.,Scientific Reports,2021,https://doi.org/10.1038/s41598-021-89644-z,Female,Lab,341.87,"341.87 ± 1.84 (SE) (29.19, SD)",Free,,,
Cx. stigmatosoma,Culex,stigmatosoma,Flying Insect Classification with Inexpensive Sensors,Chen Y.; Why A.; Batista G.; Mafra-Neto A.; Keogh E.,arXiv,2014,https://doi.org/10.48550/arXiv.1403.2654,Female,Lab,365,365 ± 41 (mean ± SD),Free,16 L: 8 D,,optical sensor
